Id,Sales
989461,8341.479
114214,7570.05
656445,9710.444
693187,15207.523
124153,7477.585
844245,7573.3916
280806,10474.827
62456,7541.492
407008,9614.519
829504,6870.615
135255,7294.2866
368517,8903.094
403964,4981.416
906155,9091.941
797134,9891.874
843008,8381.907
227606,11202.993
935423,10211.995
893778,10374.896
896153,7020.3784
302680,10181.782
527048,11541.302
136807,9171.632
436444,8863.301
42597,7368.554
919288,7729.098
752825,14808.017
495734,7862.695
316661,9959.649
111217,7389.883
523946,10458.121
288620,10292.57
4872,11003.1455
253885,7483.8057
516495,10695.001
521712,8345.19
354626,10873.28
533554,20670.438
531423,8326.563
215171,10527.743
885166,9049.838
358427,8462.962
748215,7165.895
181312,8202.755
685259,6489.113
331925,7211.4673
93693,10422.187
25167,15703.32
817902,12046.059
317598,11861.557
541392,12969.858
434447,13812.758
76139,14228.37
663175,11427.908
105155,13015.98
522703,7465.5664
912853,13053.876
22696,15047.361
81545,9947.3955
741612,10572.853
315970,12978.199
139729,8732.534
420000,7385.939
643251,13427.173
699411,6962.314
934620,10426.666
113959,7740.299
339916,4572.1465
545719,17246.844
564936,14497.404
367438,15319.764
175109,6742.211
761333,5856.706
421808,7279.398
804228,6724.567
435152,11446.349
675006,9422.915
778402,9341.739
67763,6412.134
755866,6373.3228
566035,9556.988
918630,6792.7363
103158,6275.9297
542325,10291.986
336951,17269.365
96213,9144.469
878189,19901.816
635926,6716.554
185988,6803.4863
590716,8752.176
488178,6847.867
400178,8440.754
572940,5532.996
527828,5539.376
788402,6732.8013
283865,9464.281
916804,8846.353
64780,5124.072
465480,10631.485
293354,7786.7837
330648,10492.978
285054,7102.604
241833,12333.71
52762,10757.902
417959,11979.667
614447,7195.137
346417,9173.342
631779,6552.569
251346,6183.2983
985650,9006.302
529108,17540.812
953786,11273.176
213912,9141.683
370841,7835.9795
354063,6299.9873
474685,8163.1826
14081,6625.138
113610,12263.456
109038,6734.6787
308102,17603.53
217420,7743.1772
666721,8260.808
105442,7400.9336
172860,11484.785
171014,10945.838
638608,5965.8193
91822,7891.2354
572249,10661.387
647292,8895.712
89571,9861.845
643356,7464.9575
429702,7407.2246
97682,12079.522
15699,6410.421
916226,6540.8853
322796,6777.1826
863858,7470.0234
990577,8613.677
84745,9675.277
697780,10898.724
381012,10727.618
527786,8871.456
740615,8241.852
747271,7359.9917
818618,10420.809
87851,9275.004
183747,6884.857
544038,10303.56
970308,8708.129
283059,8490.341
635240,11012.494
49849,8839.338
896099,10690.149
798170,7213.3916
519994,8941.321
335682,8304.479
77064,9817.18
423296,7423.637
372630,8747.738
565736,9123.139
691750,9755.859
765563,12190.343
18001,7837.8447
165992,6519.553
932931,13439.412
84076,6955.732
198927,4094.513
781989,11905.496
622594,11215.365
236373,17158.12
479384,7744.407
498061,9422.959
522999,7633.9014
280432,5979.2363
967722,8435.117
380483,9746.416
407520,10091.485
556142,7685.3555
487423,8627.64
790158,10500.092
986674,5393.7915
306176,9725.814
933009,7649.5034
913321,7628.4097
881764,7833.159
222471,7489.163
941263,9818.664
70877,9643.624
141731,8849.983
992628,10688.12
485557,8774.649
293552,10920.366
79985,11713.505
214983,6219.393
608124,9917.305
629843,8983.427
255031,10853.315
528522,9604.418
509491,11825.26
57216,5152.834
821099,9361.678
632161,8928.281
476489,10435.051
855995,11762.535
828449,8695.418
485194,6037.288
533597,14003.932
455039,11106.76
373530,9200.133
847495,8090.3228
411271,8945.598
48617,9786.427
247957,5810.2305
962257,9141.943
17617,9014.411
668483,9466.312
546239,9044.717
174241,7819.2715
87933,10410.2705
969595,7434.3228
34469,11971.025
997362,13330.102
668748,17572.29
560107,12589.469
368683,7636.341
804222,8285.974
403175,6215.3345
457826,4572.541
164369,12742.294
180460,12260.739
271086,7733.1353
957698,13503.444
295570,8045.664
979932,12320.917
547583,6558.4844
863892,7639.748
507804,8281.943
246770,12612.156
140749,6741.437
935622,9848.799
299585,6917.443
501062,8348.133
190155,10056.217
408991,7499.726
747592,9836.578
77109,9269.082
451619,10586.281
629026,9410.346
718248,9048.517
212575,7891.355
436866,13261.66
73202,6942.291
650097,7363.2485
973157,14119.749
917929,10862.282
522920,10699.305
472409,12240.851
581962,16830.555
672883,6970.7495
702665,7233.885
874339,6946.9575
352452,11431.404
517828,9882.454
306466,11002.066
969609,9592.9375
270108,11851.569
727316,10955.308
534821,6154.7715
56431,10673.149
185646,9176.076
359591,8389.169
289641,9898.813
723953,7389.6187
23556,7843.131
457779,7074.5635
184882,6255.739
449567,7317.938
484121,9424.302
883782,9805.498
124038,13263.726
911321,22657.3
818742,8324.189
636202,7573.7617
899530,10854.669
830017,8631.284
3864,11957.383
798619,6756.739
864753,7985.592
280087,7194.2734
465395,10911.046
202290,8107.0957
507695,9203.552
907175,18710.549
302613,13982.07
26947,6707.566
945105,8745.715
227632,6557.895
871727,8098.5684
637336,7154.787
335175,8240.218
862975,6999.7305
44484,5428.652
623575,7604.343
495180,8790.885
216736,8626.372
197739,7036.6724
612620,7229.3794
502189,9162.187
253758,9941.612
488655,9510.016
57663,5222.136
587515,14711.966
495353,20254.076
476945,6230.3857
463924,9427.855
979123,11121.75
774638,9879.78
954895,7034.363
855706,5731.3364
915795,6291.2354
333921,9583.433
638404,6181.997
745034,10309.364
529667,12021.7
388099,6331.858
56392,8434.913
259271,9695.867
416594,6528.8564
423884,6919.681
28572,7621.664
801751,9128.995
550054,12766.009
985391,9723.516
190160,10673.637
166994,7420.6055
675810,6042.7085
143489,8617.587
713708,8772.154
418156,11415.383
958811,8467.93
512260,8098.193
950515,22602.746
449339,8240.168
639833,6801.657
892192,13817.181
375448,11363.457
870403,9867.362
139267,7539.124
561275,9782.153
75801,6684.8496
632055,11269.067
580876,16576.45
995435,8288.635
524285,8989.802
340939,7602.248
89889,16073.39
132855,8588.184
747447,6765.102
845818,8258.3
462231,8347.982
576417,8289.38
656971,6243.0967
771526,9659.308
312497,6000.1235
1011442,9326.408
911462,4545.615
488825,23742.443
823356,11785.797
525647,6578.4014
794857,5861.6055
798322,13033.949
32844,10624.03
68203,10808.792
624797,10864.937
441578,8372.342
327652,5633.564
277811,6995.293
486536,12612.252
214467,6508.992
771160,9357.669
442817,10055.817
135141,10181.302
403295,5872.3076
385072,8872.759
282833,9507.442
57088,6309.293
828285,11314.207
82975,12847.806
489983,7603.246
673273,8702.303
1008189,8622.3125
509662,7132.0435
433199,10540.358
799531,9459.53
938428,8710.598
20906,7714.79
603213,9126.333
718780,4960.145
31313,6812.2915
157942,6315.1846
93559,2192.048
1004412,9852.541
956999,10720.482
125025,5778.9556
501617,9697.982
709860,7893.151
51435,8766.581
498715,6130.107
150289,7162.865
886288,8208.862
750933,7508.8154
961322,8232.569
16685,10591.747
909403,6969.2207
819560,7569.623
240302,11782.163
101318,10827.955
685841,8865.947
707037,12476.86
338897,10772.52
233697,10052.519
846299,5947.101
807309,9935.554
269424,6843.281
758124,7304.9937
769755,7735.29
103078,6936.7676
519980,12294.131
803193,7490.385
765177,9460.789
267434,14061.254
228612,10317.557
860139,5938.2144
852353,15010.882
937180,8421.659
938550,12331.488
413627,8239.129
367298,11879.32
1016764,11613.556
983117,7564.6763
358430,7578.367
471023,9442.227
722107,7032.277
583063,8828.206
169373,7760.218
489545,10029.209
519346,8225.759
974911,6752.2393
174999,5304.896
385417,8566.749
676235,8444.639
154674,9751.372
757900,10629.66
231481,9003.475
358189,9551.939
29688,7680.972
475051,10596.078
744909,10103.19
194044,9104.322
333135,9180.471
648812,9082.094
247677,8038.3315
856242,11515.805
883070,7888.261
56370,10021.445
730612,7494.7915
951665,7783.256
688897,7964.5454
140504,10149.212
207621,5795.7983
980059,6375.9272
827199,9993.087
978655,9665.947
550524,6926.6846
338087,8209.634
671071,9407.376
690609,7557.3257
239384,7563.917
523766,10137.248
249565,6674.274
866807,6020.576
547381,10364.938
693114,5776.869
603298,10053.557
581616,7813.6934
7632,8971.979
762324,10121.277
110566,12616.406
398950,12299.257
379079,10346.051
600935,7099.8765
913364,9931.836
398589,9788.96
308394,7792.248
681190,3455.242
771976,10696.333
329051,5160.8154
54991,11039.455
97159,14709.206
845277,9345.638
626537,9518.178
239665,6690.15
673309,10251.357
246161,8258.371
319503,7978.4424
145964,10402.354
458052,9635.201
553676,11213.227
153955,8741.465
136100,10019.542
371391,8010.1577
40230,10960.816
960549,7174.697
156696,7842.3994
416894,8720.615
481881,6582.078
386033,7556.45
813540,10154.457
213222,6697.7183
131098,11179.911
419247,9292.257
447490,6384.9443
88358,7373.583
393665,10256.177
142310,8691.67
547248,7921.873
902050,8737.293
551892,9533.397
956541,7192.2495
853001,9862.172
229883,10363.727
317834,10601.234
87262,7927.43
858858,6205.1787
458112,13053.185
662770,10471.312
554433,7185.9536
462288,6788.0625
996167,16313.677
651038,7842.274
650329,7447.2695
14238,9417.536
562896,13293.036
208547,10507.213
494976,10912.892
118512,11707.228
743890,9522.17
53615,7910.755
429583,9377.457
926565,10525.933
900779,13045.415
194865,18174.744
235258,7496.184
40122,7149.872
85676,5190.135
258859,5966.402
202481,12448.164
432319,18854.088
378647,8026.366
310225,6987.65
936103,6554.676
758873,9760.489
490146,6713.248
169425,10830.483
67415,10367.163
175363,7450.029
183467,7449.6113
812693,11335.336
351072,9628.991
982915,11596.102
912533,11351.603
821826,8584.829
817328,8764.2705
173366,7397.677
799964,9176.347
314385,11351.228
611228,9838.644
735181,10852.854
797825,8953.162
150258,10922.468
105519,7070.1597
584257,7833.293
14365,9302.657
610722,12052.629
495698,11381.459
499498,9259.294
606254,9098.795
294835,5830.751
778901,11607.28
770118,6422.176
28610,10874.446
811666,7629.431
538997,5699.7114
523949,8323.898
465054,10062.233
912100,7540.915
172063,9132.28
196252,10519.883
112013,7697.0205
203094,11420.967
762633,6634.91
971000,5671.902
409770,8752.695
118226,10369.256
686515,11795.264
482385,8473.87
661109,9010.678
112278,7004.3066
307477,9544.771
342901,9627.691
654545,9696.641
413153,9180.144
151251,6840.4814
37330,12714.272
657532,9061.672
168161,10082.719
332410,15498.835
913540,12216.289
210313,5698.59
212516,6351.782
25686,8944.38
652675,11023.575
251840,7398.315
72179,12325.704
569382,8313.239
54472,12908.144
138473,8147.436
720476,7562.2036
446674,7078.472
566898,7902.406
124194,6677.2036
977097,8247.52
715308,7173.6616
182018,6036.1846
873296,6560.1284
225022,5446.2144
244217,9956.121
729063,7987.5176
321477,23920.72
447958,9976.488
